cell rnc site sec maxpwr(rnc) zaresmoc(rbs) zaresmoc+kabel+asc pilot kabel pilot+kabel rbsid asc ret maxtilt tilt mechanical bazna sect antena pildbpa
NSEVNIC 11 NSEVNI 3 405 401 430 286 27 315 363 1 1 60 0 0 RBS3206 S3C1 3 115
NSEVNID 11 NSEVNI 1 405 401 430 286 27 315 363 1 1 60 0 0 RBS3206 S1C2 3 115
NSEVNIE 11 NSEVNI 2 405 401 430 286 27 315 363 1 1 60 0 0 RBS3206 S2C2 3 115
NSEVNIF 11 NSEVNI 3 405 401 430 286 27 315 363 1 1 60 0 0 RBS3206 S3C2 3 115
NSKOCA 11 NSKOC 1 435 431 460 291 27 320 389 1 0 0 0 0 RBS3206M S1C1 0 140
NSKOCB 11 NSKOC 2 435 431 460 291 27 320 389 1 0 0 0 0 RBS3206M S2C1 0 140
NSKOPIA 11 NSKOPI 1 421 417 448 269 29 300 238 1 0 60 0 0 RBS3216 S1C1 3 148
NSKOPIB 11 NSKOPI 2 421 417 448 269 29 300 238 1 0 60 0 0 RBS3216 S2C1 3 148
NSMARTA 11 NSMART 1 418 414 448 276 32 310 223 1 0 60 0 0 RBS3206 S1C1 3 138
NSMARTB 11 NSMART 2 418 414 448 276 32 310 223 1 0 60 0 0 RBS3206 S2C1 3 138
NSMARTC 11 NSMART 3 418 414 448 276 32 310 223 1 0 60 0 0 RBS3206 S3C1 3 138
NSMIHEA 11 NSMIHE 1 408 404 430 274 24 300 206 1 1 80 60 0 RBS3206M S1C1 4 130
NSMIHEB 11 NSMIHE 2 408 404 430 274 24 300 206 1 1 80 40 0 RBS3206M S2C1 4 130
NSMIHEC 11 NSMIHE 3 408 404 430 274 24 300 206 1 1 80 40 0 RBS3206M S3C1 4 130
NSMIHED 11 NSMIHE 1 408 404 430 284 24 310 206 1 1 80 60 0 RBS3206M S1C2 4 120
NSMIHEE 11 NSMIHE 2 408 404 430 284 24 310 206 1 1 80 40 0 RBS3206M S2C2 4 120
NSMIHEF 11 NSMIHE 3 408 404 430 284 24 310 206 1 1 80 40 0 RBS3206M S3C2 4 120
NSTARIA 11 NSTARI 1 395 391 425 286 32 320 331 1 0 80 0 0 RBS3202 S1C1 4 105
NSTRGA 11 NSTRG 1 390 386 425 286 37 325 344 1 0 60 0 0 RBS3202 S1C1 5 100
NSTRGB 11 NSTRG 2 388 384 425 284 39 325 344 1 0 60 0 0 RBS3202 S2C1 5 100
NSTRGC 11 NSTRG 3 390 386 425 286 37 325 344 1 0 60 0 0 RBS3202 S3C1 5 100
NSVASA 11 NSVAS 1 416 412 448 264 34 300 302 1 0 60 0 0 RBS3206 S1C1 3 148
NSVASB 11 NSVAS 2 416 412 448 264 34 300 302 1 0 60 0 0 RBS3206 S2C1 5 148
NSVASC 11 NSVAS 3 446 442 478 274 34 310 302 1 0 60 0 0 RBS3206 S3C1 5 168
NSVASD 11 NSVAS 1 446 442 478 264 34 300 302 1 0 60 0 0 RBS3206 S1C2 3 178
NSVASE 11 NSVAS 2 446 442 478 264 34 300 302 1 0 60 0 0 RBS3206 S2C2 5 178
NSVASF 11 NSVAS 3 416 412 448 274 34 310 302 1 0 60 0 0 RBS3206 S3C2 5 138
NTERMEA 11 NTERME 1 454 449 460 309 9 320 379 1 0 80 0 0 RBS3418 S1C1 2 140
NTERMEB 11 NTERME 2 454 449 460 314 9 325 379 1 0 80 0 0 RBS3418 S2C1 2 135
NTERMEC 11 NTERME 3 454 449 460 319 9 330 379 1 0 80 0 0 RBS3418 S3C1 2 130
NTREBIA 11 NTREBI 1 395 390 425 275 33 310 330 1 1 60 20 0 RBS3202 S1C1 5 115
NTREBIB 11 NTREBI 2 395 390 425 275 33 310 330 1 1 60 1 0 RBS3202 S2C1 5 115
NTREBMA 11 NTREBM 1 405 401 430 271 27 300 265 1 1 60 10 0 RBS3206M S1C1 5 130
NTREBMB 11 NTREBM 2 405 401 430 291 27 320 265 1 1 60 20 0 RBS3206M S2C1 5 110
NTREBMC 11 NTREBM 3 405 401 430 271 27 300 265 1 1 60 0 0 RBS3206M S3C1 5 130
NTREBMD 11 NTREBM 1 406 401 430 281 27 310 265 1 1 60 10 0 RBS3206M S1C2 5 120
NTREBME 11 NTREBM 2 405 401 430 291 27 320 265 1 1 60 20 0 RBS3206M S2C2 5 110
NTREBMF 11 NTREBM 3 406 401 430 281 27 310 265 1 1 60 0 0 RBS3206M S3C2 5 120
NTREBOA 11 NTREBO 1 413 409 425 294 14 310 32 1 1 80 0 0 RBS3202 S1C1 2 115
NTREBOB 11 NTREBO 2 413 409 425 294 14 310 32 1 1 60 10 0 RBS3202 S2C1 5 115
NTREBOC 11 NTREBO 3 413 409 425 294 14 310 32 1 1 60 10 0 RBS3202 S3C1 5 115
NTRZISA 11 NTRZIS 1 430 425 448 307 21 330 365 1 0 80 0 0 RBS3206 S1C1 2 118
NTRZISB 11 NTRZIS 2 430 425 448 307 21 330 365 1 0 80 0 0 RBS3206 S2C1 2 118
NTRZISC 11 NTRZIS 3 430 425 448 307 21 330 365 1 0 80 0 0 RBS3206 S3C1 2 118
NURSNAA 11 NURSNA 1 403 399 425 284 24 310 297 1 0 80 0 0 RBS3202 S1C1 2 115
NURSNAB 11 NURSNA 2 403 399 425 284 24 310 297 1 0 80 0 0 RBS3202 S2C1 2 115
NURSNAC 11 NURSNA 3 403 399 425 274 24 300 297 1 0 80 0 0 RBS3202 S3C1 2 125
NVBANA 11 NVBAN 1 410 406 425 281 17 300 403 1 1 80 40 0 RBS3202 S1C1 2 125
NVGABA 11 NVGAB 1 408 403 425 298 20 320 56 1 0 60 0 0 RBS3202 S1C1 3 105
NVGABSA 11 NVGABS 1 397 393 425 278 30 310 311 1 0 60 0 0 RBS3202 S1C1 3 115
NVIDEMA 11 NVIDEM 1 401 396 425 271 27 300 201 1 0 80 0 0 RBS3202 S1C1 2 125
NVIDEMB 11 NVIDEM 2 400 396 425 271 27 300 201 1 0 80 0 0 RBS3202 S2C1 2 125
NVIDEMC 11 NVIDEM 3 400 396 425 271 27 300 201 1 0 80 0 0 RBS3202 S3C1 2 125
NVINIA 11 NVINI 1 416 412 446 286 32 320 400 1 0 60 0 0 RBS3206 S1C1 5 126
NVINIB 11 NVINI 2 416 412 446 286 32 320 400 1 0 60 0 0 RBS3206 S2C1 5 126
NVINIC 11 NVINI 3 416 412 446 286 32 320 400 1 0 60 0 0 RBS3206 S3C1 5 126
NZABUA 11 NZABU 1 401 397 430 277 31 310 321 1 0 60 0 0 RBS6201V2W S1C1 3 120
NZABUB 11 NZABU 2 401 397 430 277 31 310 321 1 0 60 0 0 RBS6201V2W S2C1 3 120
NZABUC 11 NZABU 3 401 397 430 277 31 310 321 1 0 60 0 0 RBS6201V2W S3C1 3 120
NZABUD 11 NZABU 1 401 397 430 277 31 310 321 1 0 60 0 0 RBS6201V2W S1C2 3 120
NZABUE 11 NZABU 2 401 397 430 277 31 310 321 1 0 60 0 0 RBS6201V2W S2C2 3 120
NZABUF 11 NZABU 3 401 397 430 277 31 310 321 1 0 60 0 0 RBS6201V2W S3C2 3 120
NZAGORA 11 NZAGOR 1 402 397 431 286 32 320 285 1 0 60 0 0 RBS3202 S1C1 3 111
PANKARA 31 PANKAR 1 392 388 425 263 35 300 6 1 0 80 0 0 RBS3202 S1C1 2 125
PANKARB 31 PANKAR 2 392 388 425 263 35 300 6 1 0 80 0 0 RBS3202 S2C1 2 125
PBARKAA 31 PBARKA 1 410 405 430 285 23 310 335 1 0 60 0 0 RBS3202 S1C1 3 120
PBARKAB 31 PBARKA 2 410 405 430 285 23 310 335 1 0 60 0 0 RBS3202 S2C1 3 120
PBARKAC 31 PBARKA 3 410 405 430 285 23 310 335 1 0 60 0 0 RBS3202 S3C1 3 120
PBELSKA 31 PBELSK 1 401 395 424 281 27 310 44 1 0 60 0 0 RBS3202 S1C1 3 114
PBELSKB 31 PBELSK 2 401 395 424 281 27 310 44 1 0 80 0 0 RBS3202 S2C1 2 114
PBELSKC 31 PBELSK 3 401 395 424 281 27 310 44 1 0 60 0 0 RBS3202 S3C1 3 114
PBERNA 31 PBERN 1 383 379 430 249 49 300 4 1 0 80 0 0 RBS3206M S1C1 2 130
PBERNB 31 PBERN 2 383 379 430 249 49 300 4 1 0 80 0 0 RBS3206M S2C1 2 130
PBERNC 31 PBERN 3 396 392 430 262 38 300 4 0 0 80 0 0 RBS3206M S3C1 2 130
PBERND 31 PBERN 1 383 379 430 259 49 310 4 1 0 80 0 0 RBS3206M S1C2 2 120
PBERNE 31 PBERN 2 383 379 430 259 49 310 4 1 0 80 0 0 RBS3206M S2C2 2 120
PBERNF 31 PBERN 3 396 392 430 272 38 310 4 0 0 80 0 0 RBS3206M S3C2 2 120
PBERNPA 31 PBERNP 1 429 425 425 300 0 300 227 0 0 100 0 0 RBS3202 S1C1 1 125
PBONIFA 31 PBONIF 1 417 413 425 278 10 290 16 1 1 80 30 0 RBS3202 S1C1 4 135
PBONIFB 31 PBONIF 2 391 387 425 252 36 290 16 1 1 80 20 0 RBS3202 S2C1 4 135
PBONIFC 31 PBONIF 3 410 406 425 271 17 290 16 1 1 80 0 0 RBS3202 S3C1 4 135
PBREZA 31 PBREZ 1 399 395 425 300 28 330 30 1 0 60 0 0 RBS3202 S1C1 3 95
PBREZB 31 PBREZ 2 397 393 425 268 30 300 30 1 0 60 0 0 RBS3202 S2C1 3 125
PCEBULA 31 PCEBUL 1 399 395 425 280 28 310 32 1 0 60 0 0 RBS3202 S1C1 3 115
PCKALA 31 PCKAL 1 400 396 425 301 27 330 34 1 0 60 0 0 RBS3202 S1C1 3 95
PDANEA 31 PDANE 1 409 404 425 289 19 310 45 1 0 60 0 0 RBS3202 S1C1 3 115
PDANEB 31 PDANE 2 408 403 425 278 20 300 45 1 0 60 0 0 RBS3202 S2C1 5 125
PDANEC 31 PDANE 3 409 404 425 279 19 300 45 1 0 60 0 0 RBS3202 S3C1 5 125
PDEKANA 31 PDEKAN 1 429 425 425 270 0 270 22 0 0 100 0 0 RBS3202 S1C1 1 155
PDEKANB 31 PDEKAN 2 429 425 425 270 0 270 22 0 0 100 0 0 RBS3202 S2C1 1 155
PDIVAA 31 PDIVA 1 358 354 425 249 69 320 18 1 0 60 0 0 RBS3202 S1C1 5 105
PDIVAB 31 PDIVA 2 358 354 425 249 69 320 18 1 0 60 0 0 RBS3202 S2C1 5 105
PDIVAC 31 PDIVA 3 378 374 425 259 49 310 18 1 0 60 0 0 RBS3202 S3C1 3 115
PFERNA 31 PFERN 1 402 398 425 273 25 300 50 1 0 60 0 0 RBS3202 S1C1 5 125
PFERNB 31 PFERN 2 402 398 425 273 25 300 50 1 0 60 0 0 RBS3202 S2C1 5 125
PFIESAA 31 PFIESA 1 416 412 425 287 11 300 306 1 0 60 0 0 RBS3202 S1C1 3 125
PGRACIA 31 PGRACI 1 398 394 425 279 29 310 383 1 0 100 0 0 RBS3202 S1C1 1 115
PGRACIB 31 PGRACI 2 398 394 425 279 29 310 383 1 0 100 0 0 RBS3202 S2C1 1 115
PHRUSA 31 PHRUS 1 399 395 425 300 28 330 29 1 0 60 0 0 RBS3202 S1C1 3 95
PILBISA 31 PILBIS 1 396 392 425 277 31 310 40 1 0 60 0 0 RBS3202 S1C1 3 115
PILBISB 31 PILBIS 2 396 392 425 277 31 310 40 1 0 60 0 0 RBS3202 S2C1 3 115
PILBTVA 31 PILBTV 1 405 401 430 281 27 310 37 1 0 60 0 0 RBS3206M S1C1 5 120
PILBTVB 31 PILBTV 2 405 401 430 271 27 300 37 1 0 60 0 0 RBS3206M S2C1 5 130
PILBTVD 31 PILBTV 1 405 401 430 286 27 315 37 1 0 60 0 0 RBS3206M S1C2 5 115
PILBTVE 31 PILBTV 2 405 401 430 281 27 310 37 1 0 60 0 0 RBS3206M S2C2 5 120
PIRANA 31 PIRAN 1 411 407 425 282 16 300 132 1 0 80 0 0 RBS3202 S1C1 4 125
PIRANB 31 PIRAN 2 411 407 425 277 16 295 132 1 0 80 0 0 RBS3202 S2C1 4 130
PIRANC 31 PIRAN 3 411 407 425 282 16 300 132 1 0 80 0 0 RBS3202 S3C1 4 125
PIRANPA 31 PIRANP 1 416 412 425 277 11 290 23 1 0 80 0 0 RBS3101 S1C1 2 135
PIRANPB 31 PIRANP 2 416 412 425 277 11 290 23 1 0 80 0 0 RBS3101 S2C1 4 135
PIVKSZA 31 PIVKSZ 1 400 396 425 301 27 330 41 1 0 60 0 0 RBS3202 S1C1 5 95
PIVKSZB 31 PIVKSZ 2 400 396 425 301 27 330 41 1 0 60 0 0 RBS3202 S2C1 5 95
PIVKSZC 31 PIVKSZ 3 400 396 425 301 27 330 41 1 0 60 0 0 RBS3202 S3C1 5 95
PIZOBOA 31 PIZOBO 1 428 424 425 289 1 290 316 0 0 0 0 0 RBS3202 S1C1 0 135
PIZOBOD 31 PIZOBO 1 428 423 424 289 1 290 316 0 0 0 0 0 RBS3202 S1C2 0 134
PIZOCA 31 PIZOC 1 411 407 430 277 23 300 67 0 0 60 0 0 RBS3206M S1C1 5 130
PIZOCB 31 PIZOC 2 415 411 430 281 17 300 67 1 1 60 0 0 RBS3206M S2C1 5 130
PIZOCD 31 PIZOC 1 411 407 430 287 23 310 67 0 0 60 0 0 RBS3206M S1C2 5 120
PIZOCE 31 PIZOC 2 415 411 430 291 17 310 67 1 1 60 0 0 RBS3206M S2C2 5 120
PIZOEA 31 PIZOE 1 406 402 425 267 21 290 26 1 1 60 20 0 RBS3202 S1C1 5 135
PIZOEB 31 PIZOE 2 406 402 425 277 21 300 26 1 1 60 0 0 RBS3202 S2C1 5 125
PIZOEC 31 PIZOE 3 406 402 425 267 21 290 26 1 1 60 30 0 RBS3202 S3C1 5 135
PIZOLAA 31 PIZOLA 1 397 393 430 263 35 300 166 1 1 60 0 0 RBS3206M S1C1 3 130
PIZOLAB 31 PIZOLA 2 397 393 430 263 35 300 166 1 1 60 0 0 RBS3206M S2C1 3 130
PIZOLAC 31 PIZOLA 3 397 393 430 253 35 290 166 1 1 60 20 0 RBS3206M S3C1 3 140
PIZOLAD 31 PIZOLA 1 397 393 430 273 35 310 166 1 1 60 0 0 RBS3206M S1C2 3 120
PIZOLAE 31 PIZOLA 2 397 393 430 273 35 310 166 1 1 60 0 0 RBS3206M S2C2 3 120
PIZOLAF 31 PIZOLA 3 397 393 430 263 35 300 166 1 1 60 20 0 RBS3206M S3C2 3 130
PJAMAA 31 PJAMA 1 406 402 425 277 21 300 35 1 0 80 0 0 RBS3202 S1C1 4 125
PJAMAB 31 PJAMA 2 406 402 425 277 21 300 35 1 0 80 0 0 RBS3202 S2C1 4 125
PKASTEA 31 PKASTE 1 429 425 425 280 0 280 8 0 0 100 0 0 RBS3202 S1C1 1 145
PKASTEB 31 PKASTE 2 429 425 425 280 0 280 8 0 0 100 0 0 RBS3202 S2C1 1 145
PKOPERA 31 PKOPER 1 406 402 430 262 26 290 141 1 1 60 40 0 RBS3216 S1C1 3 140
PKOPERB 31 PKOPER 2 406 402 430 262 26 290 141 1 1 60 30 0 RBS3216 S2C1 3 140
PKOPERC 31 PKOPER 3 406 402 430 262 26 290 141 1 1 60 30 0 RBS3216 S3C1 3 140
PKOPERD 31 PKOPER 1 406 402 430 272 26 300 141 1 1 60 40 0 RBS3216 S1C2 3 130
PKOPERE 31 PKOPER 2 406 402 430 272 26 300 141 1 1 60 30 0 RBS3216 S2C2 3 130
PKOPERF 31 PKOPER 3 406 402 430 272 26 300 141 1 1 60 30 0 RBS3216 S3C2 3 130
PKOSANA 31 PKOSAN 1 403 399 430 269 29 300 250 1 0 60 0 0 RBS3206M S1C1 3 130
PKOSANB 31 PKOSAN 2 403 399 430 269 29 300 250 1 0 60 0 0 RBS3206M S2C1 3 130
PKOSANC 31 PKOSAN 3 403 399 430 269 29 300 250 1 0 60 0 0 RBS3206M S3C1 3 130
PKOSAND 31 PKOSAN 1 403 399 430 269 29 300 250 1 0 60 0 0 RBS3206M S1C2 3 130
PKOSANE 31 PKOSAN 2 403 399 430 269 29 300 250 1 0 60 0 0 RBS3206M S2C2 3 130
PKOSANF 31 PKOSAN 3 403 399 430 269 29 300 250 1 0 60 0 0 RBS3206M S3C2 3 130
PKOZIDA 31 PKOZID 1 406 402 430 272 26 300 281 1 0 60 0 0 RBS3206M S1C1 3 130
PKOZIDB 31 PKOZID 2 406 402 430 272 26 300 281 1 0 60 0 0 RBS3206M S2C1 3 130
PKOZIDC 31 PKOZID 3 406 402 430 272 26 300 281 1 0 60 0 0 RBS3206M S3C1 3 130
PKOZIDD 31 PKOZID 1 406 402 430 282 26 310 281 1 0 60 0 0 RBS3206M S1C2 3 120
PKOZIDE 31 PKOZID 2 406 402 430 282 26 310 281 1 0 60 0 0 RBS3206M S2C2 3 120
PKOZIDF 31 PKOZID 3 406 402 430 282 26 310 281 1 0 60 0 0 RBS3206M S3C2 3 120
PKPA 31 PKP 1 404 400 425 255 23 280 207 1 1 80 30 0 RBS3202 S1C1 2 145
PKPB 31 PKP 2 404 400 425 265 23 290 207 1 1 60 10 0 RBS3202 S2C1 3 135
PKPC 31 PKP 3 404 400 425 255 23 280 207 1 1 60 20 0 RBS3202 S3C1 3 145
PKPMERA 31 PKPMER 1 415 411 430 271 17 290 55 1 1 60 10 0 RBS3206 S1C1 3 140
PKPMERB 31 PKPMER 2 415 411 430 281 17 300 55 1 1 60 20 0 RBS3206 S2C1 5 130
PKPMERC 31 PKPMER 3 415 411 430 281 17 300 55 1 1 60 10 0 RBS3206 S3C1 3 130
PKPMERD 31 PKPMER 1 416 411 430 281 17 300 55 1 1 60 10 0 RBS3206 S1C2 3 130
PKPMERE 31 PKPMER 2 416 411 430 291 17 310 55 1 1 60 20 0 RBS3206 S2C2 5 120
PKPMERF 31 PKPMER 3 416 411 430 291 17 310 55 1 1 60 10 0 RBS3206 S3C2 3 120
PKPSEMA 31 PKPSEM 1 422 418 446 272 26 300 39 1 1 80 40 0 RBS3206M S1C1 2 146
PKPSTAA 31 PKPSTA 1 404 400 430 270 28 300 251 1 1 60 60 0 RBS3206 S1C1 3 130
PKPSTAB 31 PKPSTA 2 407 403 430 273 25 300 251 1 1 60 50 0 RBS3206 S2C1 3 130
PKPSTAC 31 PKPSTA 3 422 418 448 280 28 310 251 1 1 60 60 0 RBS3206 S3C1 3 138
PKPSTAD 31 PKPSTA 1 404 400 430 280 28 310 251 1 1 60 60 0 RBS3206 S1C2 3 120
PKPSTAE 31 PKPSTA 2 407 403 430 283 25 310 251 1 1 60 50 0 RBS3206 S2C2 3 120
PKPSTAG 31 PKPSTA 4 420 416 446 270 28 300 251 1 1 80 0 0 RBS3206 S4C1 2 146
PLUCA 31 PLUC 1 422 418 430 288 10 300 3 1 0 0 0 0 RBS3206M S1C1 0 130
PLUCB 31 PLUC 2 422 418 430 288 10 300 3 1 0 0 0 0 RBS3206M S2C1 0 130
PLUCD 31 PLUC 1 422 418 430 288 10 300 3 1 0 0 0 0 RBS3206M S1C2 0 130
PLUCE 31 PLUC 2 422 418 430 288 10 300 3 1 0 0 0 0 RBS3206M S2C2 0 130
PLUCIMA 31 PLUCIM 1 395 391 425 266 34 300 20 0 0 80 0 0 RBS3202 S1C1 2 125
PLUCIMB 31 PLUCIM 2 395 391 425 266 34 300 20 0 0 80 0 0 RBS3202 S2C1 2 125
PLUCIMC 31 PLUCIM 3 395 391 425 266 34 300 20 0 0 80 0 0 RBS3202 S3C1 2 125
PLUKAA 31 PLUKA 1 397 393 430 273 35 310 64 1 1 80 10 0 RBS6201V2W S1C1 2 120
PLUKAB 31 PLUKA 2 421 417 430 292 11 305 64 1 1 80 30 0 RBS6201V2W S2C1 2 125
PLUKAC 31 PLUKA 3 421 417 430 292 11 305 64 1 1 80 40 0 RBS6201V2W S3C1 2 125
PLUKAD 31 PLUKA 1 397 393 430 278 35 315 64 1 1 80 10 0 RBS6201V2W S1C2 2 115
PLUKAE 31 PLUKA 2 421 417 430 297 11 310 64 1 1 80 30 0 RBS6201V2W S2C2 2 120
PLUKAF 31 PLUKA 3 421 417 430 302 11 315 64 1 1 80 40 0 RBS6201V2W S3C2 2 115
PMAZNIA 31 PMAZNI 1 407 402 431 291 27 320 303 1 0 60 0 0 RBS3202 S1C1 3 111
PNOVAVA 31 PNOVAV 1 407 402 425 272 21 295 377 1 1 60 20 0 RBS3202 S1C1 5 130
PNOVAVB 31 PNOVAV 2 415 410 433 272 21 295 377 1 1 60 40 0 RBS3202 S2C1 5 138
PNOVAVC 31 PNOVAV 3 415 410 433 272 21 295 377 1 1 60 30 0 RBS3202 S3C1 5 138
POSTA 31 POST 1 405 401 430 301 27 330 13 1 1 80 40 0 RBS6201V2W S1C1 2 100
POSTB 31 POST 2 407 403 430 293 25 320 13 1 1 80 30 0 RBS6201V2W S2C1 2 110
POSTC 31 POST 3 404 400 430 285 28 315 13 1 1 80 40 0 RBS6201V2W S3C1 2 115
POSTD 31 POST 1 405 401 430 272 27 301 13 1 1 80 40 0 RBS6201V2W S1C2 2 129
POSTE 31 POST 2 407 403 430 266 25 293 13 1 1 80 30 0 RBS6201V2W S2C2 2 137
POSTF 31 POST 3 404 400 430 255 28 285 13 1 1 80 40 0 RBS6201V2W S3C2 2 145
POSTKOA 31 POSTKO 1 401 397 425 272 26 300 322 1 0 100 0 0 RBS3202 S1C1 1 125
POSTKOB 31 POSTKO 2 400 396 425 271 27 300 322 1 1 80 40 0 RBS3202 S2C1 2 125
POSTKOC 31 POSTKO 3 400 396 425 271 27 300 322 1 1 60 30 0 RBS3202 S3C1 3 125
POSTODA 31 POSTOD 1 400 396 425 271 27 300 2 1 0 80 0 0 RBS3202 S1C1 2 125
POSTODB 31 POSTOD 2 400 396 425 271 27 300 2 1 0 80 0 0 RBS3202 S2C1 2 125
POSTODC 31 POSTOD 3 400 396 425 271 27 300 2 1 0 80 0 0 RBS3202 S3C1 2 125
POVIRA 31 POVIR 1 397 393 425 268 30 300 276 1 0 80 0 0 RBS3202 S1C1 2 125
PPETROA 31 PPETRO 1 396 392 425 267 31 300 323 1 1 60 50 0 RBS3202 S1C1 3 125
PPETROB 31 PPETRO 2 396 392 425 267 31 300 323 1 1 60 50 0 RBS3202 S2C1 3 125
PPETROC 31 PPETRO 3 396 392 425 277 31 310 323 1 1 60 20 0 RBS3202 S3C1 3 115
PRAVBAA 31 PRAVBA 1 402 398 425 303 25 330 71 1 0 60 0 0 RBS3202 S1C1 5 95
PRAVBAB 31 PRAVBA 2 402 398 425 273 25 300 71 1 0 60 0 0 RBS3202 S2C1 5 125
PRAZDRA 31 PRAZDR 1 401 396 425 291 27 320 27 1 0 60 0 0 RBS3202 S1C1 3 105
PRESTRA 31 PRESTR 1 399 395 422 283 25 310 42 1 0 60 0 0 RBS3202 S1C1 5 112
PRESTRB 31 PRESTR 2 408 404 431 283 25 310 42 1 0 60 0 0 RBS3202 S2C1 5 121
PRISNIA 31 PRISNI 1 404 400 430 270 28 300 19 1 0 80 0 0 RBS3206M S1C1 2 130
PRISNIB 31 PRISNI 2 403 399 430 269 29 300 19 1 0 60 0 0 RBS3206M S2C1 3 130
PRISNIC 31 PRISNI 3 404 400 430 270 28 300 19 1 0 80 0 0 RBS3206M S3C1 2 130
PRISNID 31 PRISNI 1 404 400 430 280 28 310 19 1 0 80 0 0 RBS3206M S1C2 2 120
PRISNIE 31 PRISNI 2 403 399 430 279 29 310 19 1 0 60 0 0 RBS3206M S2C2 3 120
PRISNIF 31 PRISNI 3 404 400 430 280 28 310 19 1 0 80 0 0 RBS3206M S3C2 2 120
PRODIKA 31 PRODIK 1 405 401 425 286 22 310 31 1 0 60 0 0 RBS3202 S1C1 3 115
PRODIKB 31 PRODIK 2 413 409 433 286 22 310 31 1 0 60 0 0 RBS3202 S2C1 3 123
PROKAVA 31 PROKAV 1 405 401 425 296 22 320 208 1 0 60 0 0 RBS3202 S1C1 3 105
PROKAVB 31 PROKAV 2 405 401 425 286 22 310 208 1 0 60 0 0 RBS3202 S2C1 3 115
PROKAVC 31 PROKAV 3 405 401 425 306 22 330 208 1 0 60 0 0 RBS3202 S3C1 3 95
PROZAA 31 PROZA 1 419 415 430 285 13 300 209 1 1 60 30 0 RBS3206M S1C1 5 130
PROZAB 31 PROZA 2 419 415 430 295 13 310 209 1 1 80 60 0 RBS3206M S2C1 4 120
PROZAC 31 PROZA 3 409 405 430 275 23 300 209 1 1 80 60 0 RBS3206M S3C1 4 130
PROZAD 31 PROZA 1 420 415 430 295 13 310 209 1 1 60 30 0 RBS3206M S1C2 5 120
PROZAE 31 PROZA 2 420 415 430 300 13 315 209 1 1 80 60 0 RBS3206M S2C2 4 115
PROZAF 31 PROZA 3 410 405 430 285 23 310 209 1 1 80 60 0 RBS3206M S3C2 4 120
PROZNEA 31 PROZNE 1 430 426 448 308 22 330 305 0 0 80 0 0 RBS3206 S1C1 2 118
PROZNEB 31 PROZNE 2 430 426 448 288 22 310 305 0 0 80 0 0 RBS3206 S2C1 2 138
PROZNEC 31 PROZNE 3 430 426 448 278 22 300 305 0 0 80 0 0 RBS3206 S3C1 2 148
PROZNED 31 PROZNE 1 429 424 446 308 22 330 305 0 0 80 0 0 RBS3206 S1C2 2 116
PROZNEE 31 PROZNE 2 429 424 446 293 22 315 305 0 0 80 0 0 RBS3206 S2C2 2 131
PROZNEF 31 PROZNE 3 429 424 446 288 22 310 305 0 0 80 0 0 RBS3206 S3C2 2 136
PSECOVA 31 PSECOV 1 405 401 425 286 22 310 10 1 0 80 0 0 RBS3202 S1C1 2 115
PSECOVB 31 PSECOV 2 406 402 425 287 21 310 10 1 0 60 0 0 RBS3202 S2C1 5 115
PSECOVC 31 PSECOV 3 405 401 425 286 22 310 10 1 0 80 0 0 RBS3202 S3C1 2 115
PSEZANA 31 PSEZAN 1 405 400 430 280 28 310 17 1 0 60 0 0 RBS3206 S1C1 3 120
PSEZANB 31 PSEZAN 2 405 400 430 280 28 310 17 1 0 80 0 0 RBS3206 S2C1 2 120
PSEZANC 31 PSEZAN 3 405 400 430 280 28 310 17 1 0 60 0 0 RBS3206 S3C1 3 120
PSEZAND 31 PSEZAN 1 405 400 430 290 28 320 17 1 0 60 0 0 RBS3206 S1C2 3 110
PSEZANE 31 PSEZAN 2 405 400 430 290 28 320 17 1 0 80 0 0 RBS3206 S2C2 2 110
PSEZANF 31 PSEZAN 3 405 400 430 290 28 320 17 1 0 60 0 0 RBS3206 S3C2 3 110
PSTANJA 31 PSTANJ 1 410 406 425 291 17 310 43 1 0 80 0 0 RBS3202 S1C1 4 115
PSTANJB 31 PSTANJ 2 410 406 425 281 17 300 43 1 0 80 0 0 RBS3202 S2C1 4 125
PSTANJC 31 PSTANJ 3 410 406 425 281 17 300 43 1 0 80 0 0 RBS3202 S3C1 4 125
PSTRUNA 31 PSTRUN 1 401 397 425 272 26 300 11 1 0 80 0 0 RBS3202 S1C1 4 125
PSTRUNB 31 PSTRUN 2 401 397 425 272 26 300 11 1 0 80 0 0 RBS3202 S2C1 4 125
PSTRUWA 31 PSTRUW 1 410 406 425 291 17 310 234 1 0 60 0 0 RBS3202 S1C1 5 115
PSTRUWB 31 PSTRUW 2 410 406 425 291 17 310 234 1 0 60 0 0 RBS3202 S2C1 5 115
PSTRUWC 31 PSTRUW 3 410 406 425 291 17 310 234 1 0 80 0 0 RBS3202 S3C1 2 115
PSTUDEA 31 PSTUDE 1 393 388 424 279 34 315 38 1 0 0 0 0 RBS3202 S1C1 0 109
PSTUDEB 31 PSTUDE 2 393 389 425 264 34 300 38 1 0 60 0 0 RBS3202 S2C1 3 125
PTELMOA 31 PTELMO 1 391 387 431 246 42 290 25 1 1 60 30 0 RBS3202 S1C1 5 141
