cell rnc site sec maxpwr(rnc) zaresmoc(rbs) zaresmoc+kabel+asc pilot kabel pilot+kabel rbsid asc ret maxtilt tilt mechanical bazna sect antena pildbpa
LDOLVAD 21 LDOLVA 1 397 393 424 279 29 310 320 1 0 60 0 0 RBS3202 S1C2 3 114
LDOLVAE 21 LDOLVA 2 397 393 424 279 29 310 320 1 0 60 0 0 RBS3202 S2C2 3 114
LDOMJEA 31 LDOMJE 1 398 394 425 269 29 300 193 1 1 60 20 0 RBS3202 S1C1 5 125
LDOMJEB 31 LDOMJE 2 398 394 425 269 29 300 193 1 1 60 20 0 RBS3202 S2C1 5 125
LDOMJEC 31 LDOMJE 3 398 394 425 269 29 300 193 1 1 60 20 0 RBS3202 S3C1 5 125
LDOMNKA 31 LDOMNK 1 405 401 430 271 27 300 247 1 1 60 10 0 RBS3206M S1C1 3 130
LDOMNKB 31 LDOMNK 2 405 401 430 271 27 300 247 1 1 60 10 0 RBS3206M S2C1 3 130
LDOMNKC 31 LDOMNK 3 405 401 430 271 27 300 247 1 1 60 10 0 RBS3206M S3C1 3 130
LDOMNKD 31 LDOMNK 1 405 401 430 281 27 310 247 1 1 60 10 0 RBS3206M S1C2 3 120
LDOMNKE 31 LDOMNK 2 405 401 430 281 27 310 247 1 1 60 10 0 RBS3206M S2C2 3 120
LDOMNKF 31 LDOMNK 3 405 401 430 281 27 310 247 1 1 60 10 0 RBS3206M S3C2 3 120
LDOMPEA 31 LDOMPE 1 407 403 430 263 25 290 264 1 1 60 30 0 RBS3206M S1C1 3 140
LDOMPEB 31 LDOMPE 2 407 403 430 273 25 300 264 1 1 60 30 0 RBS3206M S2C1 3 130
LDOMPED 31 LDOMPE 1 407 403 430 273 25 300 264 1 1 60 30 0 RBS3206M S1C2 3 130
LDOMPEE 31 LDOMPE 2 407 403 430 283 25 310 264 1 1 60 30 0 RBS3206M S2C2 3 120
LDOMZA 31 LDOMZ 1 404 400 430 270 28 300 215 1 1 80 10 0 RBS3216 S1C1 2 130
LDOMZB 31 LDOMZ 2 404 400 430 270 28 300 215 1 1 80 10 0 RBS3216 S2C1 2 130
LDOMZC 31 LDOMZ 3 404 400 430 270 28 300 215 1 1 80 30 0 RBS3216 S3C1 2 130
LDOMZD 31 LDOMZ 1 404 400 430 280 28 310 215 1 1 80 10 0 RBS3216 S1C2 2 120
LDOMZE 31 LDOMZ 2 404 400 430 280 28 310 215 1 1 80 10 0 RBS3216 S2C2 2 120
LDOMZF 31 LDOMZ 3 404 400 430 280 28 310 215 1 1 80 30 0 RBS3216 S3C2 2 120
LDONITA 21 LDONIT 1 411 407 448 279 39 320 230 1 1 60 30 0 RBS3206 S1C1 3 128
LDONITB 21 LDONIT 2 416 412 448 280 34 316 230 1 1 60 30 0 RBS3206 S2C1 3 132
LDONITC 21 LDONIT 3 414 410 448 278 36 316 230 1 1 60 40 0 RBS3206 S3C1 3 132
LDONITD 21 LDONIT 1 409 405 446 279 39 320 230 1 1 60 30 0 RBS3206 S1C2 3 126
LDONITE 21 LDONIT 2 414 410 446 279 34 315 230 1 1 60 30 0 RBS3206 S2C2 3 131
LDONITF 21 LDONIT 3 412 408 446 277 36 315 230 1 1 60 40 0 RBS3206 S3C2 3 131
LDRAGA 31 LDRAG 1 415 411 446 265 33 300 221 1 0 60 0 0 RBS3206M S1C1 5 146
LDRAGAA 21 LDRAGA 1 396 392 425 277 31 310 209 1 0 60 0 0 RBS3202 S1C1 3 115
LDRAGAB 21 LDRAGA 2 396 392 425 277 31 310 209 1 0 60 0 0 RBS3202 S2C1 3 115
LDRAGAC 21 LDRAGA 3 396 392 425 277 31 310 209 1 0 60 0 0 RBS3202 S3C1 3 115
LDRAGB 31 LDRAG 2 415 411 446 270 33 305 221 1 0 60 0 0 RBS3206M S2C1 5 141
LDRAGC 31 LDRAG 3 415 411 446 265 33 300 221 1 0 60 0 0 RBS3206M S3C1 5 146
LDRENOA 21 LDRENO 1 403 399 430 269 29 300 253 1 0 60 0 0 RBS3206M S1C1 3 130
LDRENOB 21 LDRENO 2 403 399 430 269 29 300 253 1 0 60 0 0 RBS3206M S2C1 5 130
LDRENOC 21 LDRENO 3 403 399 430 269 29 300 253 1 0 60 0 0 RBS3206M S3C1 3 130
LDRENOD 21 LDRENO 1 403 399 430 279 29 310 253 1 0 60 0 0 RBS3206M S1C2 3 120
LDRENOE 21 LDRENO 2 403 399 430 279 29 310 253 1 0 60 0 0 RBS3206M S2C2 5 120
LDRENOF 21 LDRENO 3 403 399 430 279 29 310 253 1 0 60 0 0 RBS3206M S3C2 3 120
LGABROA 11 LGABRO 1 406 402 425 272 21 295 395 1 0 60 0 0 RBS3202 S1C1 3 130
LGABROB 11 LGABRO 2 406 402 425 272 21 295 395 1 0 60 0 0 RBS3202 S2C1 3 130
LGORICA 21 LGORIC 1 401 397 425 272 26 300 157 1 0 60 0 0 RBS3202 S1C1 3 125
LGORICB 21 LGORIC 2 401 397 425 282 26 310 157 1 0 60 0 0 RBS3202 S2C1 3 115
LGORJUA 31 LGORJU 1 400 396 425 271 27 300 69 1 0 60 0 0 RBS3202 S1C1 5 125
LGORJUB 31 LGORJU 2 400 396 425 271 27 300 69 1 0 60 0 0 RBS3202 S2C1 5 125
LGORJUC 31 LGORJU 3 400 396 425 271 27 300 69 1 0 60 0 0 RBS3202 S3C1 5 125
LGRADA 21 LGRAD 1 430 426 460 276 32 310 130 1 0 60 0 0 RBS3106 S1C1 3 150
LGRADB 21 LGRAD 2 430 426 460 276 32 310 130 1 0 60 0 0 RBS3106 S2C1 3 150
LGRADC 21 LGRAD 3 430 426 460 276 32 310 130 1 0 60 0 0 RBS3106 S3C1 3 150
LGRADIA 21 LGRADI 1 426 422 448 304 26 330 120 0 0 60 0 0 RBS3206 S1C1 5 118
LGRADIB 21 LGRADI 2 426 422 448 304 26 330 120 0 0 60 0 0 RBS3206 S2C1 5 118
LGRADIC 21 LGRADI 3 426 422 448 294 26 320 120 0 0 60 0 0 RBS3206 S3C1 5 128
LGROSA 21 LGROS 1 399 395 430 265 33 300 180 1 1 60 10 0 RBS3206 S1C1 5 130
LGROSB 21 LGROS 2 399 395 430 265 33 300 180 1 1 60 20 0 RBS3206 S2C1 5 130
LGROSC 21 LGROS 3 399 395 430 265 33 300 180 1 1 60 20 0 RBS3206 S3C1 5 130
LGROSD 21 LGROS 1 400 395 430 275 33 310 180 1 1 60 10 0 RBS3206 S1C2 5 120
LGROSDA 21 LGROSD 1 396 392 430 292 36 330 362 1 1 80 40 0 RBS3206 S1C1 2 100
LGROSDB 21 LGROSD 2 398 394 430 284 34 320 362 1 1 80 40 0 RBS3206 S2C1 2 110
LGROSDC 21 LGROSD 3 400 396 430 286 32 320 362 1 1 80 30 0 RBS3206 S3C1 2 110
LGROSDD 21 LGROSD 1 396 392 430 292 36 330 362 1 1 80 40 0 RBS3206 S1C2 2 100
LGROSDE 21 LGROSD 2 398 394 430 294 34 330 362 1 1 80 40 0 RBS3206 S2C2 2 100
LGROSDF 21 LGROSD 3 400 396 430 296 32 330 362 1 1 80 30 0 RBS3206 S3C2 2 100
LGROSE 21 LGROS 2 400 395 430 275 33 310 180 1 1 60 20 0 RBS3206 S2C2 5 120
LGROSF 21 LGROS 3 400 395 430 275 33 310 180 1 1 60 20 0 RBS3206 S3C2 5 120
LHORJUA 21 LHORJU 1 406 402 425 287 21 310 141 1 0 60 0 0 RBS3202 S1C1 3 115
LHORJUB 21 LHORJU 2 406 402 425 287 21 310 141 1 0 60 0 0 RBS3202 S2C1 3 115
LHRUSEA 21 LHRUSE 1 356 352 370 232 18 250 223 0 0 0 0 0 RBS3303 S1C1 0 120
LIGA 21 LIG 1 400 396 424 272 26 300 175 1 0 80 0 0 RBS3202 S1C1 2 124
LIGB 21 LIG 2 400 396 424 273 26 301 175 1 0 80 0 0 RBS3202 S2C1 2 123
LIGC 21 LIG 3 400 396 424 272 26 300 175 1 0 0 0 0 RBS3202 S3C1 0 124
LIGMINA 21 LIGMIN 1 399 394 424 270 28 300 108 1 0 60 0 0 RBS3202 S1C1 3 124
LIGMINB 21 LIGMIN 2 399 394 424 270 28 300 108 1 0 60 0 0 RBS3202 S2C1 3 124
LIHANA 31 LIHAN 1 406 402 430 287 26 315 287 1 0 80 0 0 RBS3206M S1C1 2 115
LIHANB 31 LIHAN 2 406 402 430 287 26 315 287 1 0 60 0 0 RBS3206M S2C1 3 115
LIHANC 31 LIHAN 3 406 402 430 282 26 310 287 1 0 80 0 0 RBS3206M S3C1 2 120
LIHAND 31 LIHAN 1 406 402 430 287 26 315 287 1 0 80 0 0 RBS3206M S1C2 2 115
LIHANE 31 LIHAN 2 406 402 430 287 26 315 287 1 0 60 0 0 RBS3206M S2C2 3 115
LIHANF 31 LIHAN 3 406 402 430 282 26 310 287 1 0 80 0 0 RBS3206M S3C2 2 120
LINDUPA 31 LINDUP 1 417 413 446 267 31 300 120 1 1 60 20 0 RBS3216 S1C1 3 146
LINDUPB 31 LINDUP 2 419 415 448 267 31 300 120 1 1 60 20 0 RBS3216 S2C1 3 148
LINDUPC 31 LINDUP 3 416 412 446 276 32 310 120 1 1 60 60 0 RBS3216 S3C1 3 136
LIPOGLA 21 LIPOGL 1 406 402 433 269 29 300 93 1 1 60 40 0 RBS3202 S1C1 3 133
LIPOGLD 21 LIPOGL 1 397 393 424 284 29 315 93 1 1 60 40 0 RBS3202 S1C2 3 109
LISICJA 21 LISICJ 1 398 394 425 269 29 300 200 1 0 60 0 0 RBS3202 S1C1 3 125
LISICJB 21 LISICJ 2 398 394 425 269 29 300 200 1 0 60 0 0 RBS3202 S2C1 3 125
LISKAVA 21 LISKAV 1 403 398 424 274 24 300 272 1 0 80 0 0 RBS3202 S1C1 2 124
LISKAVB 21 LISKAV 2 403 398 424 274 24 300 272 1 0 60 0 0 RBS3202 S2C1 3 124
LITIJAA 31 LITIJA 1 403 399 430 269 29 300 102 1 0 60 0 0 RBS3206 S1C1 3 130
LITIJAB 31 LITIJA 2 403 399 430 269 29 300 102 1 0 60 0 0 RBS3206 S2C1 3 130
LITIJAC 31 LITIJA 3 403 399 430 269 29 300 102 1 0 60 0 0 RBS3206 S3C1 3 130
LITIJAD 31 LITIJA 1 403 399 430 279 29 310 102 1 0 60 0 0 RBS3206 S1C2 3 120
LITIJAE 31 LITIJA 2 403 399 430 279 29 310 102 1 0 60 0 0 RBS3206 S2C2 3 120
LITIJAF 31 LITIJA 3 403 399 430 279 29 310 102 1 0 60 0 0 RBS3206 S3C2 3 120
LITIJTA 31 LITIJT 1 398 394 425 269 29 300 161 1 0 80 0 0 RBS3202 S1C1 2 125
LITIJTB 31 LITIJT 2 398 394 425 269 29 300 161 1 0 80 0 0 RBS3202 S2C1 2 125
LITIJTD 31 LITIJT 1 405 401 432 238 29 269 161 1 0 80 0 0 RBS3202 S1C2 2 163
LITIJTE 31 LITIJT 2 397 393 424 238 29 269 161 1 0 80 0 0 RBS3202 S2C2 2 155
LIUVA 21 LIUV 1 389 385 425 260 38 300 106 1 0 60 0 0 RBS3202 S1C1 3 125
LIUVB 21 LIUV 2 389 385 425 260 38 300 106 1 0 60 0 0 RBS3202 S2C1 3 125
LIUVC 21 LIUV 3 389 385 425 260 38 300 106 1 0 60 0 0 RBS3202 S3C1 3 125
LIVANGA 21 LIVANG 1 424 420 448 272 26 300 89 1 0 60 0 0 RBS3206 S1C1 5 148
LIVANGB 21 LIVANG 2 424 420 448 282 26 310 89 1 0 60 0 0 RBS3206 S2C1 3 138
LIVANGC 21 LIVANG 3 424 418 446 282 26 310 89 1 0 60 0 0 RBS3206 S3C1 3 136
LIVANGD 21 LIVANG 1 422 418 446 282 26 310 89 1 0 60 0 0 RBS3206 S1C2 5 136
LIVANGE 21 LIVANG 2 422 420 448 282 26 310 89 1 0 60 0 0 RBS3206 S2C2 3 138
LIVANGF 21 LIVANG 3 422 420 448 282 26 310 89 1 0 60 0 0 RBS3206 S3C2 3 138
LIVANJA 21 LIVANJ 1 399 395 425 270 28 300 256 1 0 60 0 0 RBS3202 S1C1 3 125
LIVANJB 21 LIVANJ 2 399 395 425 270 28 300 256 1 0 60 0 0 RBS3202 S2C1 3 125
LJARSEA 31 LJARSE 1 418 414 430 294 14 310 248 1 1 80 40 0 RBS3206M S1C1 2 120
LJARSEB 31 LJARSE 2 418 414 430 284 14 300 248 1 1 80 40 0 RBS3206M S2C1 2 130
LJARSEC 31 LJARSE 3 418 414 430 284 14 300 248 1 1 80 50 0 RBS3206M S3C1 2 130
LJARSED 31 LJARSE 1 418 414 430 299 14 315 248 1 1 80 40 0 RBS3206M S1C2 2 115
LJARSEE 31 LJARSE 2 418 414 430 294 14 310 248 1 1 80 40 0 RBS3206M S2C2 2 120
LJARSEF 31 LJARSE 3 418 414 430 294 14 310 248 1 1 80 50 0 RBS3206M S3C2 2 120
LKAMNIA 31 LKAMNI 1 409 404 430 284 24 310 92 1 1 60 10 0 RBS3206 S1C1 5 120
LKAMNIB 31 LKAMNI 2 409 404 430 284 24 310 92 1 1 60 40 0 RBS3206 S2C1 5 120
LKAMNIC 31 LKAMNI 3 409 404 430 284 24 310 92 1 1 60 10 0 RBS3206 S3C1 5 120
LKAMNID 31 LKAMNI 1 409 404 430 289 24 315 92 1 1 60 10 0 RBS3206 S1C2 5 115
LKAMNIE 31 LKAMNI 2 409 404 430 289 24 315 92 1 1 60 40 0 RBS3206 S2C2 5 115
LKAMNIF 31 LKAMNI 3 409 404 430 289 24 315 92 1 1 60 10 0 RBS3206 S3C2 5 115
LKAMSNA 31 LKAMSN 1 414 409 430 289 19 310 216 1 1 60 20 0 RBS3206 S1C1 3 120
LKAMSNB 31 LKAMSN 2 414 409 430 289 19 310 216 1 1 60 30 0 RBS3206 S2C1 3 120
LKAMSNC 31 LKAMSN 3 414 409 430 289 19 310 216 1 1 60 40 0 RBS3206 S3C1 3 120
LKAMSND 31 LKAMSN 1 414 409 430 294 19 315 216 1 1 60 20 0 RBS3206 S1C2 3 115
LKAMSNE 31 LKAMSN 2 414 409 430 294 19 315 216 1 1 60 30 0 RBS3206 S2C2 3 115
LKAMSNF 31 LKAMSN 3 414 409 430 294 19 315 216 1 1 60 40 0 RBS3206 S3C2 3 115
LKANDRA 31 LKANDR 1 398 393 425 288 30 320 292 1 0 80 0 0 RBS3202 S1C1 2 105
LKANDRB 31 LKANDR 2 398 393 425 288 30 320 292 1 0 80 0 0 RBS3202 S2C1 2 105
LKIPKA 21 LKIPK 1 401 396 430 296 32 330 101 1 1 60 0 0 RBS3206M S1C1 3 100
LKIPKB 21 LKIPK 2 401 396 430 296 32 330 101 1 1 80 20 0 RBS3206M S2C1 2 100
LKIPKC 21 LKIPK 3 401 396 430 276 32 310 101 1 1 60 0 0 RBS3206M S3C1 3 120
LKIPKD 21 LKIPK 1 401 396 430 296 32 330 101 1 1 60 0 0 RBS3206M S1C2 3 100
LKIPKE 21 LKIPK 2 401 396 430 296 32 330 101 1 1 80 20 0 RBS3206M S2C2 2 100
LKIPKF 21 LKIPK 3 401 396 430 281 32 315 101 1 1 60 0 0 RBS3206M S3C2 3 115
LKOCELA 21 LKOCEL 1 401 397 425 282 26 310 100 1 1 60 10 0 RBS3202 S1C1 5 115
LKOCELB 21 LKOCEL 2 401 397 425 292 26 320 100 1 1 60 30 0 RBS3202 S2C1 5 105
LKOCELC 21 LKOCEL 3 401 397 425 282 26 310 100 1 1 60 10 0 RBS3202 S3C1 5 115
LKOCETA 21 LKOCET 1 404 400 425 275 25 300 103 0 0 60 0 0 RBS3202 S1C1 3 125
LKOCETB 21 LKOCET 2 402 398 425 273 25 300 103 1 1 60 0 0 RBS3202 S2C1 3 125
LKOCETC 21 LKOCET 3 402 398 425 273 25 300 103 1 1 60 20 0 RBS3202 S3C1 3 125
LKOCEVA 21 LKOCEV 1 397 393 430 273 35 310 164 1 1 60 20 0 RBS6201V2W S1C1 5 120
LKOCEVB 21 LKOCEV 2 397 393 430 273 35 310 164 1 1 60 0 0 RBS6201V2W S2C1 5 120
LKOCEVC 21 LKOCEV 3 397 393 430 273 35 310 164 1 1 60 0 0 RBS6201V2W S3C1 5 120
LKOCEVD 21 LKOCEV 1 397 393 430 278 35 315 164 1 1 60 20 0 RBS6201V2W S1C2 5 115
LKOCEVE 21 LKOCEV 2 397 393 430 278 35 315 164 1 1 60 0 0 RBS6201V2W S2C2 5 115
LKOCEVF 21 LKOCEV 3 397 393 430 278 35 315 164 1 1 60 0 0 RBS6201V2W S3C2 5 115
LKOMCEA 31 LKOMCE 1 402 397 430 267 31 300 89 1 0 60 0 0 RBS3206 S1C1 5 130
LKOMCEB 31 LKOMCE 2 402 397 430 267 31 300 89 1 1 60 40 0 RBS3206 S2C1 5 130
LKOMCEC 31 LKOMCE 3 402 397 430 267 31 300 89 1 1 60 30 0 RBS3206 S3C1 5 130
LKOMCED 31 LKOMCE 1 402 397 430 272 31 305 89 1 0 60 0 0 RBS3206 S1C2 5 125
LKOMCEE 31 LKOMCE 2 402 397 430 272 31 305 89 1 1 60 40 0 RBS3206 S2C2 5 125
LKOMCEF 31 LKOMCE 3 402 397 430 272 31 305 89 1 1 60 30 0 RBS3206 S3C2 5 125
LKRASNA 31 LKRASN 1 422 417 446 271 27 300 262 1 0 60 0 0 RBS3107 S1C1 3 146
LKRIZA 21 LKRIZ 1 415 411 446 295 33 330 348 1 0 60 0 0 RBS3206M S1C1 5 116
LKRIZB 21 LKRIZ 2 418 414 446 298 30 330 348 1 0 60 0 0 RBS3206M S2C1 3 116
LKRKAA 21 LKRKA 1 409 405 431 274 24 300 319 1 1 60 20 0 RBS3202 S1C1 3 131
LKRKAB 21 LKRKA 2 409 405 431 274 24 300 319 1 1 60 20 0 RBS3202 S2C1 3 131
LKRKAC 21 LKRKA 3 409 405 431 274 24 300 319 1 1 60 20 0 RBS3202 S3C1 3 131
LKRTINA 31 LKRTIN 1 404 399 430 279 29 310 314 1 0 0 0 0 RBS6201V2W S1C1 0 120
LKRTINB 31 LKRTIN 2 404 399 430 279 29 310 314 1 0 0 0 0 RBS6201V2W S2C1 0 120
LKRTINC 31 LKRTIN 3 404 399 430 279 29 310 314 1 0 0 0 0 RBS6201V2W S3C1 0 120
LKRTIND 31 LKRTIN 1 403 399 430 248 29 279 314 1 0 0 0 0 RBS6201V2W S1C2 0 151
LKRTINE 31 LKRTIN 2 403 399 430 248 29 279 314 1 0 0 0 0 RBS6201V2W S2C2 0 151
LKRTINF 31 LKRTIN 3 403 399 430 248 29 279 314 1 0 0 0 0 RBS6201V2W S3C2 0 151
LMALOHA 21 LMALOH 1 400 396 425 281 27 310 90 1 0 60 0 0 RBS3202 S1C1 3 115
LMALOHB 21 LMALOH 2 400 396 425 281 27 310 90 1 0 60 0 0 RBS3202 S2C1 3 115
LMENGA 31 LMENG 1 404 399 430 269 29 300 148 1 1 80 10 0 RBS3206M S1C1 2 130
LMENGB 31 LMENG 2 404 399 430 269 29 300 148 1 1 80 10 0 RBS3206M S2C1 2 130
LMENGD 31 LMENG 1 404 399 430 279 29 310 148 1 1 80 10 0 RBS3206M S1C2 2 120
LMENGE 31 LMENG 2 404 399 430 279 29 310 148 1 1 80 10 0 RBS3206M S2C2 2 120
LMENVEA 31 LMENVE 1 406 400 430 270 28 300 224 1 0 0 0 0 RBS3206 S1C1 0 130
LMENVEB 31 LMENVE 2 411 406 430 276 22 300 224 1 0 0 0 0 RBS3206 S2C1 0 130
LMENVEC 31 LMENVE 3 405 400 430 260 28 290 224 1 0 0 0 0 RBS3206 S3C1 0 140
LMENVED 31 LMENVE 1 405 400 430 280 28 310 224 1 0 0 0 0 RBS3206 S1C2 0 120
LMENVEE 31 LMENVE 2 411 406 430 286 22 310 224 1 0 0 0 0 RBS3206 S2C2 0 120
LMENVEF 31 LMENVE 3 405 400 430 270 28 300 224 1 0 0 0 0 RBS3206 S3C2 0 130
LMENVRA 31 LMENVR 1 404 400 430 270 28 300 257 1 0 80 0 0 RBS3206M S1C1 2 130
LMENVRB 31 LMENVR 2 404 400 430 270 28 300 257 1 0 80 0 0 RBS3206M S2C1 2 130
LMENVRC 31 LMENVR 3 404 400 430 270 28 300 257 1 0 60 0 0 RBS3206M S3C1 5 130
LMENVRD 31 LMENVR 1 404 400 430 280 28 310 257 1 0 80 0 0 RBS3206M S1C2 2 120
LMENVRE 31 LMENVR 2 404 400 430 280 28 310 257 1 0 80 0 0 RBS3206M S2C2 2 120
LMENVRF 31 LMENVR 3 404 400 430 280 28 310 257 1 0 60 0 0 RBS3206M S3C2 5 120
LMOSTEA 31 LMOSTE 1 417 413 448 288 35 323 319 0 0 60 0 0 RBS3206 S1C1 5 125
LMOSTEB 31 LMOSTE 2 417 413 448 288 35 323 319 0 0 60 0 0 RBS3206 S2C1 5 125
LMOSTEC 31 LMOSTE 3 417 413 448 288 35 323 319 0 0 60 0 0 RBS3206 S3C1 5 125
LMULJA 21 LMULJ 1 409 405 430 285 23 310 365 1 0 60 0 0 RBS6201V2W S1C1 5 120
LMULJB 21 LMULJ 2 409 405 430 285 23 310 365 1 0 60 0 0 RBS6201V2W S2C1 5 120
LMVRHA 21 LMVRH 1 429 425 448 277 21 300 88 1 0 60 0 0 RBS3206 S1C1 5 148
LMVRHB 21 LMVRH 2 429 425 448 277 21 300 88 1 0 60 0 0 RBS3206 S2C1 5 148
LMVRHPA 21 LMVRHP 1 400 395 425 270 28 300 228 1 0 60 0 0 RBS3202 S1C1 5 125
LNOTRGA 21 LNOTRG 1 404 399 424 305 23 330 158 1 0 60 0 0 RBS3202 S1C1 5 94
LNOTRGB 21 LNOTRG 2 404 399 424 305 23 330 158 1 0 60 0 0 RBS3202 S2C1 5 94
LNVASA 21 LNVAS 1 406 402 425 287 21 310 125 1 0 60 0 0 RBS3202 S1C1 5 115
LNVASB 21 LNVAS 2 406 402 425 277 21 300 125 1 0 60 0 0 RBS3202 S2C1 5 125
LOGA 21 LOG 1 391 387 425 272 36 310 95 1 0 60 0 0 RBS3202 S1C1 5 115
LOGATCA 21 LOGATC 1 406 402 431 281 27 310 82 1 0 80 0 0 RBS3202 S1C1 4 121
LOGATCB 21 LOGATC 2 406 402 431 281 27 310 82 1 0 80 0 0 RBS3202 S2C1 4 121
LOGATCC 21 LOGATC 3 406 402 431 281 27 310 82 1 0 80 0 0 RBS3202 S3C1 4 121
LOGATCD 21 LOGATC 1 404 400 429 286 27 315 82 1 0 80 0 0 RBS3202 S1C2 4 114
LOGATCE 21 LOGATC 2 404 400 429 286 27 315 82 1 0 80 0 0 RBS3202 S2C2 4 114
LOGATCF 21 LOGATC 3 404 401 430 286 27 315 82 1 0 80 0 0 RBS3202 S3C2 4 115
LOGB 21 LOG 2 391 387 425 272 36 310 95 1 0 60 0 0 RBS3202 S2C1 5 115
LOGC 21 LOG 3 391 387 425 272 36 310 95 1 0 60 0 0 RBS3202 S3C1 5 115
LOGTVA 21 LOGTV 1 404 399 430 279 29 310 112 1 0 60 0 0 RBS3206M S1C1 3 120
LOGTVB 21 LOGTV 2 404 399 430 279 29 310 112 1 0 60 0 0 RBS3206M S2C1 3 120
LOGTVC 21 LOGTV 3 404 399 430 269 29 300 112 1 0 60 0 0 RBS3206M S3C1 3 130
LOGTVD 21 LOGTV 1 404 399 430 284 29 315 112 1 0 60 0 0 RBS3206M S1C2 3 115
LOGTVE 21 LOGTV 2 404 399 430 284 29 315 112 1 0 60 0 0 RBS3206M S2C2 3 115
LOGTVF 21 LOGTV 3 404 399 430 279 29 310 112 1 0 60 0 0 RBS3206M S3C2 3 120
LOMA 21 LOM 1 402 397 425 282 26 310 97 1 0 60 0 0 RBS3202 S1C1 3 115
LPECA 21 LPEC 1 425 421 446 275 23 300 282 1 0 60 0 0 RBS3206M S1C1 3 146
LPECB 21 LPEC 2 425 421 446 275 23 300 282 1 0 60 0 0 RBS3206M S2C1 3 146
LPEROA 21 LPERO 1 412 408 425 313 15 330 87 1 0 60 0 0 RBS3202 S1C1 5 95
LPEROB 21 LPERO 2 412 408 425 293 15 310 87 1 0 60 0 0 RBS3202 S2C1 5 115
LPEROC 21 LPERO 3 412 408 425 313 15 330 87 1 0 60 0 0 RBS3202 S3C1 5 95
LPIRNA 21 LPIRN 1 434 429 448 281 17 300 121 1 0 60 0 0 RBS3206 S1C1 5 148
LPIRNB 21 LPIRN 2 434 429 448 281 17 300 121 1 0 60 0 0 RBS3206 S2C1 5 148
LPIRNC 21 LPIRN 3 433 428 448 280 18 300 121 1 0 60 0 0 RBS3206 S3C1 5 148
LPIRND 21 LPIRN 1 432 427 446 291 17 310 121 1 0 60 0 0 RBS3206 S1C2 5 136
LPIRNE 21 LPIRN 2 432 427 446 291 17 310 121 1 0 60 0 0 RBS3206 S2C2 5 136
LPIRNF 21 LPIRN 3 431 426 446 290 18 310 121 1 0 60 0 0 RBS3206 S3C2 5 136
LPODGA 21 LPODG 1 384 380 425 255 43 300 109 1 0 60 0 0 RBS3202 S1C1 3 125
LPODGB 21 LPODG 2 386 382 425 257 41 300 109 1 0 60 0 0 RBS3202 S2C1 3 125
LPODGC 21 LPODG 3 388 384 425 259 39 300 109 1 0 60 0 0 RBS3202 S3C1 3 125
LPODGD 21 LPODG 1 383 379 424 265 43 310 109 1 0 60 0 0 RBS3202 S1C2 3 114
LPODGE 21 LPODG 2 385 381 424 267 41 310 109 1 0 60 0 0 RBS3202 S2C2 3 114
LPODGF 21 LPODG 3 387 383 424 269 39 310 109 1 0 60 0 0 RBS3202 S3C2 3 114
LPODMVA 31 LPODMV 1 412 408 425 283 17 300 196 0 0 80 0 0 RBS3202 S1C1 2 125
LPODMZA 31 LPODMZ 1 410 406 425 281 17 300 195 1 0 60 0 0 RBS3202 S1C1 5 125
LPODSMA 31 LPODSM 1 398 393 425 288 30 320 300 1 0 60 0 0 RBS3202 S1C1 3 105
LPOLHGA 21 LPOLHG 1 406 402 425 277 21 300 154 1 0 60 0 0 RBS3202 S1C1 3 125
LPOLHGB 21 LPOLHG 2 406 402 425 287 21 310 154 1 0 60 0 0 RBS3202 S2C1 3 115
LPOLIA 21 LPOLI 1 412 408 430 308 20 330 91 1 0 60 0 0 RBS6201V2W S1C1 5 100
LPOLIB 21 LPOLI 2 407 403 430 303 25 330 91 1 0 60 0 0 RBS6201V2W S2C1 5 100
LPOLIC 21 LPOLI 3 407 403 430 293 25 320 91 1 0 60 0 0 RBS6201V2W S3C1 5 110
LPOLID 21 LPOLI 1 412 408 430 308 20 330 91 1 0 60 0 0 RBS6201V2W S1C2 5 100
LPOLIE 21 LPOLI 2 407 403 430 303 25 330 91 1 0 60 0 0 RBS6201V2W S2C2 5 100
LPOLIF 21 LPOLI 3 407 403 430 293 25 320 91 1 0 60 0 0 RBS6201V2W S3C2 5 110
LPRELOA 31 LPRELO 1 400 396 431 261 33 296 225 1 0 60 0 0 RBS3202 S1C1 3 135
LPRELOB 31 LPRELO 2 400 396 431 265 33 300 225 1 0 60 0 0 RBS3202 S2C1 3 131
LPRELOC 31 LPRELO 3 400 396 431 265 33 300 225 1 0 60 0 0 RBS3202 S3C1 3 131
LPRESKA 31 LPRESK 1 397 393 425 278 30 310 307 1 0 80 0 0 RBS3202 S1C1 2 115
LPRESKB 31 LPRESK 2 397 393 425 278 30 310 307 1 0 80 0 0 RBS3202 S2C1 2 115
LRAKITA 21 LRAKIT 1 402 398 424 284 24 310 135 1 0 80 0 0 RBS3202 S1C1 2 114
LRAKITB 21 LRAKIT 2 402 398 424 284 24 310 135 1 0 80 0 0 RBS3202 S2C1 2 114
LRAKITC 21 LRAKIT 3 402 398 424 284 24 310 135 1 0 80 0 0 RBS3202 S3C1 2 114
LREPNEA 31 LREPNE 1 423 419 448 291 27 320 182 1 0 60 0 0 RBS3206 S1C1 5 128
