CELL, rnc, site, sec, maxpwr(rnc), zaresmoc(rbs), zaresmoc+kabel+asc, pilot, kabel, pilot+kabel, rbsid, asc, ret, maxtilt, tilt, mechanical, bazna, sect, antena
PRISNID 11 PRISNI 1 404 400 428 280 28 310 185 1 0 80 0 0 RBS3206M S1C2 2
PRISNIE 11 PRISNI 2 403 399 428 279 29 310 185 1 0 60 0 0 RBS3206M S2C2 3
PRISNIF 11 PRISNI 3 404 400 428 280 28 310 185 1 0 80 0 0 RBS3206M S3C2 2
PRODIKA 11 PRODIK 1 405 401 423 286 22 310 259 1 0 60 0 0 RBS3202 S1C1 3
PROKAVA 11 PROKAV 1 405 401 423 296 22 320 208 1 0 60 0 0 RBS3202 S1C1 3
PROKAVB 11 PROKAV 2 405 401 423 286 22 310 208 1 0 60 0 0 RBS3202 S2C1 3
PROKAVC 11 PROKAV 3 405 401 423 306 22 330 208 1 0 60 0 0 RBS3202 S3C1 3
PROZAA 11 PROZA 1 419 415 428 285 13 300 209 1 1 60 30 0 RBS3206M S1C1 5
PROZAB 11 PROZA 2 419 415 428 295 13 310 209 1 1 80 60 0 RBS3206M S2C1 4
PROZAC 11 PROZA 3 409 405 428 275 23 300 209 1 1 80 60 0 RBS3206M S3C1 4
PROZAD 11 PROZA 1 419 415 428 285 13 300 209 1 1 60 30 0 RBS3206M S1C2 5
PROZAE 11 PROZA 2 419 415 428 285 13 300 209 1 1 80 60 0 RBS3206M S2C2 4
PROZAF 11 PROZA 3 409 405 428 275 23 300 209 1 1 80 60 0 RBS3206M S3C2 4
PROZNEA 11 PROZNE 1 430 426 448 308 22 332 305 0 0 80 0 0 RBS3206 S1C1 2
PROZNEB 11 PROZNE 2 430 426 448 288 22 312 305 0 0 80 0 0 RBS3206 S2C1 2
PROZNEC 11 PROZNE 3 430 426 448 278 22 302 305 0 0 80 0 0 RBS3206 S3C1 2
PROZNED 11 PROZNE 1 428 424 446 268 22 292 305 0 0 80 0 0 RBS3206 S1C2 2
PROZNEE 11 PROZNE 2 428 424 446 268 22 292 305 0 0 80 0 0 RBS3206 S2C2 2
PROZNEF 11 PROZNE 3 428 424 446 278 22 302 305 0 0 80 0 0 RBS3206 S3C2 2
PSECOVA 11 PSECOV 1 405 401 423 286 22 310 130 1 0 80 0 0 RBS3202 S1C1 2
PSECOVB 11 PSECOV 2 406 402 423 287 21 310 130 1 0 60 0 0 RBS3202 S2C1 5
PSECOVC 11 PSECOV 3 405 401 423 286 22 310 130 1 0 80 0 0 RBS3202 S3C1 2
PSEZANA 11 PSEZAN 1 399 395 423 280 28 310 179 1 0 60 0 0 RBS3202 S1C1 3
PSEZANB 11 PSEZAN 2 399 395 423 280 28 310 179 1 0 60 0 0 RBS3202 S2C1 3
PSEZANC 11 PSEZAN 3 399 395 423 280 28 310 179 1 0 60 0 0 RBS3202 S3C1 3
PSTANJA 11 PSTANJ 1 410 406 423 291 17 310 279 1 0 80 0 0 RBS3202 S1C1 4
PSTANJB 11 PSTANJ 2 410 406 423 281 17 300 279 1 0 80 0 0 RBS3202 S2C1 4
PSTANJC 11 PSTANJ 3 410 406 423 281 17 300 279 1 0 80 0 0 RBS3202 S3C1 4
PSTRUNA 11 PSTRUN 1 401 397 423 272 26 300 131 1 0 80 0 0 RBS3202 S1C1 4
PSTRUNB 11 PSTRUN 2 401 397 423 272 26 300 131 1 0 80 0 0 RBS3202 S2C1 4
PSTRUWA 11 PSTRUW 1 410 406 423 291 17 310 234 1 0 60 0 0 RBS3202 S1C1 5
PSTRUWB 11 PSTRUW 2 410 406 423 291 17 310 234 1 0 60 0 0 RBS3202 S2C1 5
PSTRUWC 11 PSTRUW 3 410 406 423 291 17 310 234 1 0 80 0 0 RBS3202 S3C1 2
PSTUDEA 11 PSTUDE 1 393 389 423 264 34 300 267 1 0 60 0 0 RBS3202 S1C1 3
PTELMOA 11 PTELMO 1 391 387 429 246 42 290 222 1 1 60 30 0 RBS3202 S1C1 5
PTELMOB 11 PTELMO 2 391 387 429 256 42 300 222 1 1 80 0 0 RBS3202 S2C1 2
PTELMOC 11 PTELMO 3 391 387 429 256 42 300 222 1 1 80 10 0 RBS3202 S3C1 2
PTINJA 11 PTINJ 1 399 395 423 290 28 320 33 1 0 60 0 0 RBS3202 S1C1 3
PTINJB 11 PTINJ 2 405 401 423 296 22 320 33 1 0 80 0 0 RBS3202 S2C1 2
PVANGAA 11 PVANGA 1 401 397 425 262 28 292 336 0 0 60 0 0 RBS3202 S1C1 5
PVANGAB 11 PVANGA 2 401 397 425 262 28 292 336 0 0 60 0 0 RBS3202 S2C1 5
PVANGAC 11 PVANGA 3 401 397 425 262 28 292 336 0 0 60 0 0 RBS3202 S3C1 5
PZAJCA 11 PZAJC 1 398 394 423 279 29 310 260 1 0 60 0 0 RBS3202 S1C1 5
PZAJCB 11 PZAJC 2 398 394 423 269 29 300 260 1 0 60 0 0 RBS3202 S2C1 5
PZAJCC 11 PZAJC 3 398 394 423 269 29 300 260 1 0 60 0 0 RBS3202 S3C1 5
PZUSTEA 11 PZUSTE 1 404 400 425 275 25 302 28 0 0 80 0 0 RBS3202 S1C1 4
PZUSTEB 11 PZUSTE 2 404 400 425 275 25 302 28 0 0 60 0 0 RBS3202 S2C1 3
PZUSTEC 11 PZUSTE 3 412 408 433 275 25 302 28 0 0 80 0 0 RBS3202 S3C1 4
SARCONA 11 SARCON 1 404 400 429 269 29 300 287 1 0 60 0 0 RBS3202 S1C1 3
SARCONB 11 SARCON 2 404 400 429 269 29 300 287 1 0 60 0 0 RBS3202 S2C1 3
SBANOVA 11 SBANOV 1 392 388 423 253 35 290 328 1 0 60 0 0 RBS3202 S1C1 3
SBANOVB 11 SBANOV 2 392 388 423 253 35 290 328 1 0 60 0 0 RBS3202 S2C1 3
SBANOVC 11 SBANOV 3 392 388 423 253 35 290 328 1 0 60 0 0 RBS3202 S3C1 3
SBELTIA 11 SBELTI 1 393 389 423 274 34 310 233 1 0 60 0 0 RBS3202 S1C1 3
SBELTIB 11 SBELTI 2 393 389 423 274 34 310 233 1 0 60 0 0 RBS3202 S2C1 3
SBELTIC 11 SBELTI 3 393 389 423 264 34 300 233 1 0 60 0 0 RBS3202 S3C1 3
SBORACA 11 SBORAC 1 401 397 423 272 26 300 162 1 0 60 0 0 RBS3202 S1C1 3
SBORACB 11 SBORAC 2 401 397 423 272 26 300 162 1 0 60 0 0 RBS3202 S2C1 3
SBORACC 11 SBORAC 3 401 397 423 272 26 300 162 1 0 60 0 0 RBS3202 S3C1 3
SCERNEA 11 SCERNE 1 400 396 429 261 33 296 247 1 0 60 0 0 RBS3202 S1C1 3
SCERNEB 11 SCERNE 2 400 396 429 261 33 296 247 1 0 60 0 0 RBS3202 S2C1 3
SCERNEC 11 SCERNE 3 400 396 429 245 33 280 247 1 0 60 0 0 RBS3202 S3C1 3
SEJEMA 11 SEJEM 1 371 367 395 282 28 312 160 0 0 60 0 0 RBS3202 S1C1 5
SEJEMB 11 SEJEM 2 371 367 395 282 28 312 160 0 0 60 0 0 RBS3202 S2C1 5
SEJEMD 11 SEJEM 1 370 366 394 287 28 317 160 0 0 60 0 0 RBS3202 S1C2 5
SEJEME 11 SEJEM 2 370 366 394 287 28 317 160 0 0 60 0 0 RBS3202 S2C2 5
SHRASEA 11 SHRASE 1 396 392 422 278 30 310 359 1 0 60 0 0 RBS3202 S1C1 5
SHRASEB 11 SHRASE 2 396 392 422 278 30 310 359 1 0 60 0 0 RBS3202 S2C1 5
SILOSA 11 SILOS 1 397 393 428 263 35 300 145 1 1 60 0 0 RBS3216 S1C1 3
SILOSB 11 SILOS 2 395 391 428 261 37 300 145 1 1 60 20 0 RBS3216 S2C1 3
SILOSC 11 SILOS 3 399 395 428 265 33 300 145 1 1 60 30 0 RBS3216 S3C1 3
SILOSD 11 SILOS 1 397 393 428 273 35 310 145 1 1 60 0 0 RBS3216 S1C2 3
SILOSE 11 SILOS 2 395 391 428 271 37 310 145 1 1 60 20 0 RBS3216 S2C2 3
SILOSF 11 SILOS 3 399 395 428 275 33 310 145 1 1 60 30 0 RBS3216 S3C2 3
SLENDA 11 SLEND 1 389 385 423 270 38 310 24 1 0 60 0 0 RBS3202 S1C1 3
SLENDB 11 SLEND 2 389 385 423 270 38 310 24 1 0 60 0 0 RBS3202 S2C1 3
SLENDTA 11 SLENDT 1 396 392 423 277 31 310 181 1 0 60 0 0 RBS3202 S1C1 3
SLENDTB 11 SLENDT 2 396 392 423 277 31 310 181 1 0 60 0 0 RBS3202 S2C1 3
SLJUTKA 11 SLJUTK 1 394 390 423 275 33 310 170 1 0 60 0 0 RBS3202 S1C1 5
SLJUTKB 11 SLJUTK 2 394 390 423 275 33 310 170 1 0 60 0 0 RBS3202 S2C1 5
SMORTOA 11 SMORTO 1 411 407 428 277 21 300 172 1 0 80 0 0 RBS3206M S1C1 2
SMORTOB 11 SMORTO 2 412 408 428 278 20 300 172 1 0 80 0 0 RBS3206M S2C1 2
SMORTOC 11 SMORTO 3 412 408 430 298 22 322 172 0 0 80 0 0 RBS3206M S3C1 2
SMORTOD 11 SMORTO 1 411 407 428 287 21 310 172 1 0 80 0 0 RBS3206M S1C2 2
SMORTOE 11 SMORTO 2 412 408 428 288 20 310 172 1 0 80 0 0 RBS3206M S2C2 2
SMORTOF 11 SMORTO 3 412 408 430 298 22 322 172 0 0 80 0 0 RBS3206M S3C2 2
SOBGDA 11 SOBGD 1 404 400 428 270 28 300 159 1 1 80 20 0 RBS3206 S1C1 2
SOBGDB 11 SOBGD 2 403 399 428 269 29 300 159 1 1 80 0 0 RBS3206 S2C1 2
SOBGDC 11 SOBGD 3 403 399 428 269 29 300 159 1 1 80 30 0 RBS3206 S3C1 2
SOBGDD 11 SOBGD 1 404 400 428 280 28 310 159 1 1 80 20 0 RBS3206 S1C2 2
SOBGDE 11 SOBGD 2 403 399 428 279 29 310 159 1 1 80 0 0 RBS3206 S2C2 2
SOBGDF 11 SOBGD 3 403 399 428 279 29 310 159 1 1 80 30 0 RBS3206 S3C2 2
SOBJUGA 11 SOBJUG 1 398 394 423 264 29 295 337 1 1 60 50 0 RBS3202 S1C1 3
SOBJUGB 11 SOBJUG 2 398 394 423 279 29 310 337 1 1 60 20 0 RBS3202 S2C1 3
SOBJUGC 11 SOBJUG 3 398 394 423 279 29 310 337 1 1 60 30 0 RBS3202 S3C1 3
SOBKOMA 11 SOBKOM 1 396 392 428 262 36 300 286 1 1 60 20 0 RBS3206M S1C1 3
SOBKOMB 11 SOBKOM 2 396 392 428 262 36 300 286 1 1 60 10 0 RBS3206M S2C1 3
SOBKOMC 11 SOBKOM 3 396 392 428 262 36 300 286 1 1 60 10 0 RBS3206M S3C1 3
SOBKOMD 11 SOBKOM 1 396 392 428 272 36 310 286 1 1 60 20 0 RBS3206M S1C2 3
SOBKOME 11 SOBKOM 2 396 392 428 272 36 310 286 1 1 60 10 0 RBS3206M S2C2 3
SOBKOMF 11 SOBKOM 3 396 392 428 272 36 310 286 1 1 60 10 0 RBS3206M S3C2 3
SOBOTA 11 SOBOT 1 384 380 423 255 43 300 146 1 1 60 30 0 RBS3202 S1C1 3
SOBOTB 11 SOBOT 2 384 380 423 255 43 300 146 1 1 60 20 0 RBS3202 S2C1 3
SOBOTC 11 SOBOT 3 384 380 423 255 43 300 146 1 0 60 0 0 RBS3202 S3C1 3
SODRANA 11 SODRAN 1 414 410 444 274 34 310 224 1 0 80 0 0 RBS3206 S1C1 2
SODRANB 11 SODRAN 2 414 410 444 274 34 310 224 1 0 60 0 0 RBS3206 S2C1 3
SODRANC 11 SODRAN 3 416 412 446 274 34 310 224 1 0 60 0 0 RBS3206 S3C1 3
SODRAND 11 SODRAN 1 414 410 444 279 34 315 224 1 0 80 0 0 RBS3206 S1C2 2
SODRANE 11 SODRAN 2 416 412 446 279 34 315 224 1 0 60 0 0 RBS3206 S2C2 3
SODRANF 11 SODRAN 3 416 412 446 279 34 315 224 1 0 60 0 0 RBS3206 S3C2 3
SPETISA 11 SPETIS 1 393 389 423 274 34 310 245 1 0 60 0 0 RBS3202 S1C1 3
SPETISB 11 SPETIS 2 393 389 423 274 34 310 245 1 0 60 0 0 RBS3202 S2C1 3
SPUCONA 11 SPUCON 1 397 393 425 268 32 302 332 0 0 60 0 0 RBS3202 S1C1 5
SPUCONB 11 SPUCON 2 397 393 425 268 32 302 332 0 0 60 0 0 RBS3202 S2C1 5
SPUCONC 11 SPUCON 3 397 393 425 268 32 302 332 0 0 60 0 0 RBS3202 S3C1 5
SRADENA 11 SRADEN 1 399 395 423 280 28 310 171 1 0 80 0 0 RBS3202 S1C1 2
SRADENB 11 SRADEN 2 411 407 423 292 16 310 171 1 0 80 0 0 RBS3202 S2C1 2
SRADENC 11 SRADEN 3 402 398 423 283 25 310 171 1 0 80 0 0 RBS3202 S3C1 2
SRADGA 11 SRADG 1 388 384 420 272 36 310 161 1 0 60 0 0 RBS3202 S1C1 3
SRADGB 11 SRADG 2 388 384 420 272 36 310 161 1 0 60 0 0 RBS3202 S2C1 3
STURNIA 11 STURNI 1 399 395 429 274 34 310 246 1 0 60 0 0 RBS3202 S1C1 3
STURNIB 11 STURNI 2 399 395 429 274 34 310 246 1 0 60 0 0 RBS3202 S2C1 3
STURNIC 11 STURNI 3 399 395 429 274 34 310 246 1 0 60 0 0 RBS3202 S3C1 3
TRAZBOA 11 TRAZBO 1 405 401 429 280 28 310 354 1 0 60 0 0 RBS3202 S1C1 3
TRAZBOB 11 TRAZBO 2 405 401 429 280 28 310 354 1 0 60 0 0 RBS3202 S2C1 3
ABEZIA 31 ABEZI 1 412 408 425 263 17 282 186 0 0 100 0 0 RBS3202 S1C1 1
ABEZIB 31 ABEZI 2 412 408 425 273 17 292 186 0 0 100 0 0 RBS3202 S2C1 1
ABEZIC 31 ABEZI 3 412 408 425 273 17 292 186 0 0 100 0 0 RBS3202 S3C1 1
ABEZITA 31 ABEZIT 1 416 412 428 282 16 300 166 1 1 60 30 0 RBS3216 S1C1 3
ABEZITB 31 ABEZIT 2 416 412 428 282 16 300 166 1 1 60 30 0 RBS3216 S2C1 3
ABEZITC 31 ABEZIT 3 415 411 428 291 17 310 166 1 1 60 30 0 RBS3216 S3C1 5
ABEZITD 31 ABEZIT 1 416 412 428 292 16 310 166 1 1 60 30 0 RBS3216 S1C2 3
ABEZITE 31 ABEZIT 2 416 412 428 292 16 310 166 1 1 60 30 0 RBS3216 S2C2 3
ABEZITF 31 ABEZIT 3 415 411 428 296 17 315 166 1 1 60 30 0 RBS3216 S3C2 5
ABIZOVA 31 ABIZOV 1 402 398 429 267 31 300 17 1 1 80 40 0 RBS3202 S1C1 2
ABIZOVB 31 ABIZOV 2 402 398 429 267 31 300 17 1 0 80 0 0 RBS3202 S2C1 2
ABIZOVC 31 ABIZOV 3 401 397 429 266 32 300 17 1 1 80 40 0 RBS3202 S3C1 2
ABOKALA 31 ABOKAL 1 397 393 429 262 36 300 46 1 1 80 30 0 RBS3202 S1C1 2
ABOKALB 31 ABOKAL 2 397 393 429 262 36 300 46 1 1 80 40 0 RBS3202 S2C1 2
ABOKALC 31 ABOKAL 3 397 393 429 262 36 300 46 1 0 80 0 0 RBS3202 S3C1 2
ABRDOA 31 ABRDO 1 407 403 429 262 26 290 271 1 1 80 40 0 RBS3202 S1C1 2
ABRDOB 31 ABRDO 2 407 403 429 262 26 290 271 1 1 80 30 0 RBS3202 S2C1 2
ABRODA 31 ABROD 1 419 415 444 274 29 305 42 1 1 60 40 0 RBS3206 S1C1 5
ABRODB 31 ABROD 2 418 414 444 268 30 300 42 1 1 60 40 0 RBS3206 S2C1 5
ABRODC 31 ABROD 3 416 412 444 256 32 290 42 1 1 60 40 0 RBS3206 S3C1 5
ABRODD 31 ABROD 1 419 415 444 284 29 315 42 1 1 60 40 0 RBS3206 S1C2 5
ABRODE 31 ABROD 2 418 414 444 278 30 310 42 1 1 60 40 0 RBS3206 S2C2 5
ABRODF 31 ABROD 3 416 412 444 266 32 300 42 1 1 60 40 0 RBS3206 S3C2 5
ABTCA 31 ABTC 1 406 402 430 242 28 272 49 0 0 0 0 0 RBS3202 S1C1 0
ABTCB 31 ABTC 2 435 431 431 270 0 272 49 0 0 0 0 0 RBS3202 S2C1 0
ABTCC 31 ABTC 3 393 389 431 228 42 272 49 0 0 0 0 0 RBS3202 S3C1 0
ABTCMIA 31 ABTCMI 1 429 425 444 259 19 280 54 1 1 60 60 0 RBS3206 S1C1 5
ABTCMIB 31 ABTCMI 2 429 425 444 259 19 280 54 1 1 60 50 0 RBS3206 S2C1 5
ABTCMIC 31 ABTCMI 3 429 425 444 259 19 280 54 1 1 60 30 0 RBS3206 S3C1 5
ABTCMID 31 ABTCMI 1 429 425 444 269 19 290 54 1 1 60 60 0 RBS3206 S1C2 5
ABTCMIE 31 ABTCMI 2 429 425 444 269 19 290 54 1 1 60 50 0 RBS3206 S2C2 5
ABTCMIF 31 ABTCMI 3 429 425 444 269 19 290 54 1 1 60 30 0 RBS3206 S3C2 5
ABTCSTA 31 ABTCST 1 435 431 431 280 0 282 233 0 0 100 0 0 RBS3202 S1C1 1
ACANKA 31 ACANK 1 435 431 431 240 0 242 29 0 0 0 0 0 RBS3202 S1C1 0
ACANKB 31 ACANK 2 435 431 431 240 0 242 29 0 0 0 0 0 RBS3202 S2C1 0
ACERNEA 31 ACERNE 1 419 415 428 265 13 280 251 1 0 60 0 0 RBS3206M S1C1 5
ACERNEB 31 ACERNE 2 413 409 428 259 19 280 251 1 0 60 0 0 RBS3206M S2C1 5
ACERNEC 31 ACERNE 3 413 409 428 269 19 290 251 1 0 60 0 0 RBS3206M S3C1 5
ACERNED 31 ACERNE 1 419 415 428 295 13 310 251 1 0 60 0 0 RBS3206M S1C2 5
ACERNEE 31 ACERNE 2 413 409 428 289 19 310 251 1 0 60 0 0 RBS3206M S2C2 5
ACERNEF 31 ACERNE 3 413 409 428 289 19 310 251 1 0 60 0 0 RBS3206M S3C2 5
ACHEMOA 31 ACHEMO 1 409 405 444 259 39 300 67 1 1 60 30 0 RBS3206 S1C1 5
ACHEMOB 31 ACHEMO 2 403 399 446 263 47 312 67 0 0 60 0 0 RBS3206 S2C1 5
ACHEMOC 31 ACHEMO 3 409 405 444 259 39 300 67 1 1 60 60 0 RBS3206 S3C1 5
ACHEMOD 31 ACHEMO 1 409 405 444 269 39 310 67 1 1 60 30 0 RBS3206 S1C2 5
ACHEMOE 31 ACHEMO 2 403 399 446 268 47 317 67 0 0 60 0 0 RBS3206 S2C2 5
ACHEMOF 31 ACHEMO 3 409 405 444 269 39 310 67 1 1 60 60 0 RBS3206 S3C2 5
ACITYPA 31 ACITYP 1 395 391 400 269 9 280 261 1 0 100 0 0 RBS3412 S1C1 1
ACITYPB 31 ACITYP 2 400 396 400 274 4 280 261 1 0 100 0 0 RBS3412 S2C1 1
ACITYPC 31 ACITYP 3 356 352 400 230 48 280 261 1 0 100 0 0 RBS3412 S3C1 1
ACRGMAA 31 ACRGMA 1 421 417 446 259 29 290 132 1 1 80 50 0 RBS3206 S1C1 4
ACRGMAB 31 ACRGMA 2 419 415 444 259 29 290 132 1 1 80 40 0 RBS3206 S2C1 4
ACRGMAD 31 ACRGMA 1 419 415 444 269 29 300 132 1 1 80 50 0 RBS3206 S1C2 4
ACRGMAE 31 ACRGMA 2 421 417 446 269 29 300 132 1 1 80 40 0 RBS3206 S2C2 4
ACRNUCA 31 ACRNUC 1 420 416 429 275 13 290 63 1 1 60 10 0 RBS3202 S1C1 5
ACRNUCB 31 ACRNUC 2 421 417 429 286 12 300 63 1 1 60 40 0 RBS3202 S2C1 5
ACRNUCC 31 ACRNUC 3 420 416 429 285 13 300 63 1 1 60 40 0 RBS3202 S3C1 5
ADELOA 31 ADELO 1 425 421 444 264 23 289 64 1 1 80 30 0 RBS3206 S1C1 2
ADELOB 31 ADELO 2 439 435 444 259 9 270 64 1 1 80 60 0 RBS3206 S2C1 2
ADELOC 31 ADELO 3 436 432 446 284 14 300 64 1 0 80 0 0 RBS3206 S3C1 2
ADELOD 31 ADELO 1 427 423 446 275 23 300 64 1 1 80 30 0 RBS3206 S1C2 2
ADELOE 31 ADELO 2 441 437 446 279 9 290 64 1 1 80 60 0 RBS3206 S2C2 2
ADNEVNA 31 ADNEVN 1 400 396 428 256 32 290 3 1 1 60 30 0 RBS3202 S1C1 3
ADNEVNB 31 ADNEVN 2 401 397 429 256 32 290 3 1 1 60 30 0 RBS3202 S2C1 3
ADNEVNC 31 ADNEVN 3 406 402 429 261 27 290 3 1 1 60 60 0 RBS3202 S3C1 3
ADOLGIA 31 ADOLGI 1 420 416 444 260 28 290 28 1 1 60 30 0 RBS3206 S1C1 5
ADOLGIB 31 ADOLGI 2 420 416 444 270 28 300 28 1 1 60 30 0 RBS3206 S2C1 5
ADOLGIC 31 ADOLGI 3 420 416 444 260 28 290 28 1 1 60 40 0 RBS3206 S3C1 5
ADOLGID 31 ADOLGI 1 420 416 444 270 28 300 28 1 1 60 30 0 RBS3206 S1C2 5
ADOLGIE 31 ADOLGI 2 420 416 444 280 28 310 28 1 1 60 30 0 RBS3206 S2C2 5
ADOLGIF 31 ADOLGI 3 420 416 444 270 28 300 28 1 1 60 40 0 RBS3206 S3C2 5
ADRAVA 31 ADRAV 1 402 398 429 267 31 300 59 1 1 80 30 0 RBS3202 S1C1 2
ADRAVB 31 ADRAV 2 402 398 429 267 31 300 59 1 1 80 50 0 RBS3202 S2C1 2
ADRAVC 31 ADRAV 3 402 398 429 267 31 300 59 1 1 80 50 0 RBS3202 S3C1 2
AEJATAA 31 AEJATA 1 417 413 444 257 31 290 232 1 1 60 30 0 RBS3206 S1C1 3
AEJATAB 31 AEJATA 2 427 423 444 277 21 300 232 1 1 60 30 0 RBS3206 S2C1 3
AEJATAC 31 AEJATA 3 417 413 444 267 31 300 232 1 1 60 40 0 RBS3206 S3C1 3
AEJATAD 31 AEJATA 1 417 413 444 267 31 300 232 1 1 60 30 0 RBS3206 S1C2 3
AEJATAE 31 AEJATA 2 427 423 444 287 21 310 232 1 1 60 30 0 RBS3206 S2C2 3
AEJATAF 31 AEJATA 3 417 413 444 277 31 310 232 1 1 60 40 0 RBS3206 S3C2 3
AELNAA 31 AELNA 1 399 395 446 247 51 300 38 1 1 80 30 0 RBS3206 S1C1 2
AELNAB 31 AELNA 2 399 395 446 257 51 310 38 1 1 80 40 0 RBS3206 S2C1 2
AELNAC 31 AELNA 3 399 395 446 247 51 300 38 1 1 80 40 0 RBS3206 S3C1 2
AELOKA 31 AELOK 1 398 394 429 263 35 300 80 1 1 60 40 0 RBS3202 S1C1 5
AELOKB 31 AELOK 2 398 394 429 263 35 300 80 1 1 60 40 0 RBS3202 S2C1 5
AELOKC 31 AELOK 3 398 394 429 263 35 300 80 1 1 60 50 0 RBS3202 S3C1 5
AFORDA 31 AFORD 1 416 412 444 256 32 290 113 1 1 80 30 0 RBS3206 S1C1 2
AFORDB 31 AFORD 2 416 412 444 266 32 300 113 1 1 80 30 0 RBS3206 S2C1 2
AFORDC 31 AFORD 3 416 412 444 256 32 290 113 1 1 80 20 0 RBS3206 S3C1 2
AFORDD 31 AFORD 1 416 412 444 266 32 300 113 1 1 80 30 0 RBS3206 S1C2 2
AFORDE 31 AFORD 2 416 412 444 276 32 310 113 1 1 80 30 0 RBS3206 S2C2 2
AFORDF 31 AFORD 3 416 412 444 266 32 300 113 1 1 80 20 0 RBS3206 S3C2 2
AFRANKA 31 AFRANK 1 426 422 444 276 22 300 5 1 1 80 30 0 RBS3206 S1C1 2
AFRANKB 31 AFRANK 2 426 422 444 266 22 290 5 1 1 80 30 0 RBS3206 S2C1 2
AFRANKC 31 AFRANK 3 426 422 444 276 22 300 5 1 1 80 40 0 RBS3206 S3C1 2
AFRANKD 31 AFRANK 1 426 422 444 286 22 310 5 1 1 80 30 0 RBS3206 S1C2 2
AFRANKE 31 AFRANK 2 426 422 444 276 22 300 5 1 1 80 30 0 RBS3206 S2C2 2
AFRANKF 31 AFRANK 3 426 422 444 291 22 315 5 1 1 80 40 0 RBS3206 S3C2 2
AFUZINA 31 AFUZIN 1 433 429 444 283 15 300 18 1 1 60 40 0 RBS3206 S1C1 5
AFUZINB 31 AFUZIN 2 433 429 444 283 15 300 18 1 1 60 40 0 RBS3206 S2C1 5
AFUZINC 31 AFUZIN 3 433 429 444 283 15 300 18 1 1 60 30 0 RBS3206 S3C1 5
AFUZIND 31 AFUZIN 1 435 431 446 283 15 300 18 1 1 60 40 0 RBS3206 S1C2 5
AFUZINE 31 AFUZIN 2 435 431 446 283 15 300 18 1 1 60 40 0 RBS3206 S2C2 5
AFUZINF 31 AFUZIN 3 435 431 446 283 15 300 18 1 1 60 30 0 RBS3206 S3C2 5
AGAMGDA 31 AGAMGD 1 399 395 423 270 28 300 187 1 1 80 30 0 RBS3202 S1C1 2
AGAMGDB 31 AGAMGD 2 399 395 423 270 28 300 187 1 1 80 30 0 RBS3202 S2C1 2
AGAMGDC 31 AGAMGD 3 399 395 423 270 28 300 187 1 1 80 40 0 RBS3202 S3C1 2
AGEOPLA 31 AGEOPL 1 404 400 428 250 28 280 62 1 1 80 30 0 RBS3216 S1C1 2
AGEOPLB 31 AGEOPL 2 405 401 428 261 27 290 62 1 1 80 30 0 RBS3216 S2C1 2
AGEOPLC 31 AGEOPL 3 405 401 428 261 27 290 62 1 1 80 20 0 RBS3216 S3C1 2
AGEOPLD 31 AGEOPL 1 404 400 428 260 28 290 62 1 1 80 30 0 RBS3216 S1C2 2
AGEOPLE 31 AGEOPL 2 405 401 428 271 27 300 62 1 1 80 30 0 RBS3216 S2C2 2
AGEOPLF 31 AGEOPL 3 405 401 428 271 27 300 62 1 1 80 20 0 RBS3216 S3C2 2
AGOLOVA 31 AGOLOV 1 416 412 423 287 11 300 189 1 0 60 0 0 RBS3202 S1C1 5
AGOLOVB 31 AGOLOV 2 416 412 423 307 11 320 189 1 0 60 0 0 RBS3202 S2C1 5
AGPGA 31 AGPG 1 419 415 429 274 14 290 72 1 1 60 20 0 RBS3202 S1C1 5
AGPGB 31 AGPG 2 419 415 429 274 14 290 72 1 1 60 20 0 RBS3202 S2C1 5
AGPGC 31 AGPG 3 422 418 431 297 13 312 72 0 0 60 0 0 RBS3202 S3C1 5
AGRA 31 AGR 1 394 390 390 260 0 262 207 0 0 100 0 0 RBS3402 S1C1 1
AGRB 31 AGR 2 394 390 390 260 0 262 207 0 0 100 0 0 RBS3402 S2C1 1
AGRC 31 AGR 3 376 372 390 242 18 262 207 0 0 100 0 0 RBS3402 S3C1 1
AGRADA 31 AGRAD 1 420 416 446 268 30 300 19 1 1 60 30 0 RBS3206 S1C1 5
AGRADB 31 AGRAD 2 420 416 446 268 30 300 19 1 1 60 30 0 RBS3206 S2C1 5
AGRADC 31 AGRAD 3 420 416 446 258 30 290 19 1 1 60 30 0 RBS3206 S3C1 5
AGRADD 31 AGRAD 1 418 414 444 278 30 310 19 1 1 60 30 0 RBS3206 S1C2 5
AGRADE 31 AGRAD 2 418 414 444 278 30 310 19 1 1 60 30 0 RBS3206 S2C2 5
AGRADF 31 AGRAD 3 418 414 444 268 30 300 19 1 1 60 30 0 RBS3206 S3C2 5
AGRAMA 31 AGRAM 1 421 417 446 259 29 290 56 1 1 60 20 0 RBS3206 S1C1 5
AGRAMB 31 AGRAM 2 421 417 446 259 29 290 56 1 1 60 30 0 RBS3206 S2C1 5
AGRAMC 31 AGRAM 3 421 417 446 269 29 300 56 1 1 60 10 0 RBS3206 S3C1 5
AGRAMD 31 AGRAM 1 421 417 446 259 29 290 56 1 1 60 20 0 RBS3206 S1C2 5
AGRAME 31 AGRAM 2 421 417 446 259 29 290 56 1 1 60 30 0 RBS3206 S2C2 5
